code,name
7248,SLP RESOURCES BERHAD
7132,SMIS CORPORATION BERHAD
5242,SOLID AUTOMOTIVE BERHAD
4375,SOUTH MALAYSIA INDUSTRIES BERHAD
5134,SOUTHERN ACIDS (M) BERHAD
5665,SOUTHERN STEEL BERHAD
8664,S P SETIA BERHAD
7165,SPRING GALLERY BERHAD
7103,SPRITZER BHD
6084,STAR MEDIA GROUP BERHAD
7143,STONE MASTER CORPORATION BERHAD
6904,SUBUR TIASA HOLDINGS BERHAD
7207,SUCCESS TRANSFORMER CORPORATION BERHAD
9865,SUIWAH CORPORATION BERHAD
1201,SUMATEC RESOURCES BERHAD
2569,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD
3743,SUNSURIA BERHAD
5211,SUNWAY BERHAD
5263,SUNWAY CONSTRUCTION GROUP BERHAD
5176,SUNWAY REAL ESTATE INVESTMENT TRUST
7235,SUPERLON HOLDINGS BERHAD
7106,SUPERMAX CORPORATION BERHAD
6521,SURIA CAPITAL HOLDINGS BERHAD
7186,SWS CAPITAL BERHAD
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD
9717,SYCAL VENTURES BERHAD
7082,SYF RESOURCES BERHAD
1538,SYMPHONY LIFE BERHAD
7228,T7 GLOBAL BERHAD
5012,TA ANN HOLDINGS BERHAD
4898,TA ENTERPRISE BERHAD
5158,TA GLOBAL BERHAD
7097,TA WIN HOLDINGS BERHAD
4022,TADMAX RESOURCES BERHAD
7211,TAFI INDUSTRIES BERHAD
2259,TALAM TRANSFORM BERHAD
8524,TALIWORKS CORPORATION BERHAD
5191,TAMBUN INDAH LAND BERHAD
4405,TAN CHONG MOTOR HOLDINGS BERHAD
2429,TANCO HOLDINGS BERHAD
5149,TAS OFFSHORE BERHAD
5140,TASCO BERHAD
4448,TASEK CORPORATION BERHAD
2054,TDM BERHAD
5289,TECHBOND GROUP BERHAD
7439,TECK GUAN PERDANA BERHAD
7200,TEK SENG HOLDINGS BERHAD
4863,TELEKOM MALAYSIA BERHAD
5347,TENAGA NASIONAL BHD
9369,TEO GUAN LEE CORPORATION BERHAD
7252,TEO SENG CAPITAL BERHAD
8702,TEXCHEM RESOURCES BERHAD
7206,TH HEAVY ENGINEERING BERHAD
5112,TH PLANTATIONS BERHAD
9075,THETA EDGE BERHAD
7034,THONG GUAN INDUSTRIES BERHAD
0012,THREE-A RESOURCES BERHAD
7889,THRIVEN GLOBAL BERHAD
7374,TIEN WAH PRESS HOLDINGS BERHAD
7079,TIGER SYNERGY BERHAD
7854,TIMBERWELL BERHAD
5031,TIME DOTCOM BERHAD
8397,TIONG NAM LOGISTICS HOLDINGS BERHAD
5239,TITIJAYA LAND BERHAD
0101,TMC LIFE SCIENCES BERHAD
7230,TOMEI CONSOLIDATED BERHAD
7285,TOMYPAK HOLDINGS BERHAD
5010,TONG HERR RESOURCES BERHAD
7113,TOP GLOVE CORPORATION BHD
5111,TOWER REAL ESTATE INVESTMENT TRUST
7173,TOYO INK GROUP BERHAD
7176,TPC PLUS BERHAD
7218,TRANSOCEAN HOLDINGS BHD
5054,TRC SYNERGY BERHAD
0118,TRIVE PROPERTY GROUP BERHAD
5401,TROPICANA CORPORATION BERHAD
9059,TSH RESOURCES BERHAD
5042,TSR CAPITAL BERHAD
5230,TUNE PROTECT GROUP BERHAD
5167,TURBO-MECH BERHAD
4359,TURIYA BERHAD
7100,UCHI TECHNOLOGIES BERHAD
1368,UEM EDGENTA BERHAD
5148,UEM SUNRISE BERHAD
7137,UMS HOLDINGS BERHAD
7227,UMS-NEIKEN GROUP BERHAD
4588,UMW HOLDINGS BERHAD
7091,UNIMECH GROUP BERHAD
5005,UNISEM (M) BERHAD
2593,UNITED MALACCA BERHAD
2089,UNITED PLANTATIONS BERHAD
7133,UNITED U-LI CORPORATION BERHAD
5200,UOA DEVELOPMENT BHD
5110,UOA REAL ESTATE INVESTMENT TRUST
7757,UPA CORPORATION BHD
5754,UTUSAN MELAYU (MALAYSIA) BERHAD
7250,UZMA BERHAD
6963,V.S. INDUSTRY BERHAD
5243,VELESTO ENERGY BERHAD
4995,VERSATILE CREATIVE BERHAD
7240,VERTICE BERHAD
0097,VITROX CORPORATION BERHAD
7070,VIZIONE HOLDINGS BERHAD
5162,VSTECS BERHAD
5142,WAH SEONG CORPORATION BERHAD
7203,WANG-ZHENG BERHAD
5016,WARISAN TC HOLDINGS BERHAD
7226,WATTA HOLDING BERHAD
3565,WCE HOLDINGS BERHAD
9679,WCT HOLDINGS BERHAD
7231,WELLCALL HOLDINGS BERHAD
5246,WESTPORTS HOLDINGS BERHAD
5009,WHITE HORSE BERHAD
7692,WIDETECH (MALAYSIA) BERHAD
0008,WILLOWGLEN MSC BERHAD
6378,WMG HOLDINGS BERHAD
7050,WONG ENGINEERING CORPORATION BERHAD
7025,WOODLANDOR HOLDINGS BHD
4243,WTK HOLDINGS BERHAD
7245,WZ SATU BERHAD
7121,XIAN LENG HOLDINGS BERHAD
5156,XIDELANG HOLDINGS LTD
5267,XIN HWA HOLDINGS BERHAD
5155,XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED
7003,Y&G CORPORATION BHD
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD
5584,YEE LEE CORPORATION BHD
7122,YFG BERHAD
5048,YI-LAI BERHAD
7293,YINSON HOLDINGS BERHAD
7020,YKGI HOLDINGS BERHAD
7014,YLI HOLDINGS BERHAD
3158,YNH PROPERTY BERHAD
7066,YONG TAI BERHAD
5159,YOONG ONN CORPORATION BERHAD
4677,YTL CORPORATION BERHAD
5109,YTL HOSPITALITY REIT
2577,YTL LAND & DEVELOPMENT BERHAD
6742,YTL POWER INTERNATIONAL BHD
7028,ZECON BERHAD
2283,ZELAN BERHAD
5131,ZHULIAN CORPORATION BERHAD
